date,open,high,low,close,volume,fng_value
15/06/2018,6638.8,6666.66,6370,6390.6,45579080.7,26
16/06/2018,6390.6,6557.81,6333.63,6487.92,23056119.53,22
17/06/2018,6487.92,6575.35,6429.23,6453.41,18255127.48,23
18/06/2018,6451.03,6793,6381.25,6707.5,39843719.77,27
19/06/2018,6711.3,6841.81,6660.21,6736.52,36671457.82,32
20/06/2018,6728.44,6809.26,6558.95,6756.58,35092114.71,34
21/06/2018,6756.6,6792.2,6677.85,6718.33,32498741.83,37
22/06/2018,6718.33,6737.97,5940,6050.45,112200416.4,28
23/06/2018,6055.17,6261,6048.54,6177.38,28328670.71,17
24/06/2018,6169.91,6255.05,5780,6153.4,70293942.88,15
25/06/2018,6153.6,6365.34,6075.01,6253.61,60595537.95,16
26/06/2018,6252.28,6277,6025.68,6068,47036842.83,21
27/06/2018,6073.99,6181.11,5985,6135.64,45691261.61,18
28/06/2018,6135.64,6165.49,5818.14,5848.33,51923804.73,20
29/06/2018,5845.2,6299,5774.72,6204.24,74868879.3,16
30/06/2018,6204.01,6510,6190.28,6385.71,44157752.19,22
01/07/2018,6385.75,6438.55,6259.34,6349.99,26420438.74,27
02/07/2018,6345.48,6667.57,6270.69,6612.98,58192917.77,27
03/07/2018,6605.46,6666,6464.39,6507.99,38558964.89,31
04/07/2018,6507.99,6792.28,6413.2,6584.25,44158813.38,33
05/07/2018,6575.62,6700,6445.31,6533.69,50258553.3,37
06/07/2018,6533.69,6636.15,6449.76,6596.53,36001698.31,34
07/07/2018,6604.74,6820,6510,6759.99,32737251.66,34
08/07/2018,6755.46,6783.54,6674.6,6706.6,34511129.15,38
09/07/2018,6706.6,6814.72,6620,6666.75,47768711.99,39
10/07/2018,6666.75,6683.9,6270.84,6299.46,57722076.55,37
11/07/2018,6304.45,6400,6285,6380,40641472.79,29
12/07/2018,6379.13,6380,6072,6243.88,48655227.96,33
13/07/2018,6243.53,6337.25,6121.01,6215.59,36680034.63,29
14/07/2018,6208.78,6317.84,6180,6243.98,16139027.17,29
15/07/2018,6245.99,6397.21,6227.76,6349.3,22579971.83,32
16/07/2018,6353.25,6755,6333.63,6721.04,63205039.74,36
17/07/2018,6721.21,7468.31,6657.95,7310.71,92870116.85,39
18/07/2018,7310.71,7599.98,7239.15,7378.1,98481951.34,42
19/07/2018,7384.92,7570.9,7278.84,7471.42,65772801.26,44
20/07/2018,7474.35,7696.88,7265,7330.84,68757205.1,47
21/07/2018,7330.84,7458,7212,7409.92,30008769.76,43
22/07/2018,7398.16,7581.03,7336.15,7396.6,37781676.09,46
23/07/2018,7393.5,7800,7369.86,7719.62,97054560.95,44
24/07/2018,7712.46,8496.96,7691.14,8403.83,157213906.5,49
25/07/2018,8394.48,8475,8049.22,8174.06,84585733.44,54
26/07/2018,8174.06,8314.23,7855.97,7926,64136174.78,53
27/07/2018,7926,8274.98,7798.48,8183.05,71206985.27,47
28/07/2018,8177.72,8259,8051.43,8237.74,22782956.8,54
29/07/2018,8231.07,8299.99,8109.74,8216.74,32704921.02,54
30/07/2018,8216.74,8295,7853.01,8160.21,96175354.4,53
31/07/2018,8162.28,8162.37,7633.67,7725.43,92659472.9,48
01/08/2018,7726.85,7761.56,7440,7602.01,86714367.73,39
02/08/2018,7600.22,7709.98,7455,7536.37,39658158.52,39
03/08/2018,7535,7542.92,7286.41,7416.98,71097533.42,36
04/08/2018,7416.98,7494.48,6926,7009.99,47890508.93,31
05/08/2018,7009.94,7086.8,6888.88,7032.61,42470882.21,23
06/08/2018,7028.89,7157.93,6835.06,6936.11,50755976.54,25
07/08/2018,6932.18,7155,6671,6717.68,67441429.32,25
08/08/2018,6717.67,6717.68,6121,6283.59,92171267.34,23
09/08/2018,6283.89,6627,6190.01,6543.76,62066822.22,19
10/08/2018,6544.98,6584.05,5995.75,6139.99,86549359.76,21
11/08/2018,6139.99,6494.13,6000,6239.98,42546523.93,18
12/08/2018,6240.49,6493.77,6163.44,6310.82,45247905.6,18
13/08/2018,6311.99,6544.37,6142.2,6252.63,55627653.5,21
14/08/2018,6252.63,6254.02,5880,6193.62,88167854.11,16
15/08/2018,6194.3,6628.5,6186.02,6272.3,78410733.25,18
16/08/2018,6273.34,6477.57,6208.37,6313.51,44821256.35,21
17/08/2018,6314.08,6584.49,6290.64,6580.15,43663122.2,19
18/08/2018,6578.13,6615,6303,6399.28,22377017.16,24
19/08/2018,6397.37,6545,6312,6481.99,20345095.38,27
20/08/2018,6481.63,6522.99,6223.9,6260.82,39160307.21,26
21/08/2018,6260.83,6513.28,6246.05,6479.27,36640542.2,19
22/08/2018,6478.99,6906.81,6250,6355.76,75987246.47,21
23/08/2018,6355.97,6575.99,6344.8,6525.01,26285571.3,18
24/08/2018,6525.99,6721.09,6445.32,6692.94,42664431.01,19
25/08/2018,6692.99,6800,6664.25,6732.4,33531723.23,22
26/08/2018,6732.99,6775.34,6558.95,6700.46,23288924.5,19
27/08/2018,6700.13,6944.47,6641.35,6904.51,40485894.15,18
28/08/2018,6911.7,7125.28,6861.17,7080.94,58221242.29,19
29/08/2018,7079.46,7124.06,6890,7032.96,40305745.55,19
30/08/2018,7034.47,7055.97,6792.85,6984.01,48016898.37,22
31/08/2018,6984.34,7101.03,6879,7017.35,40633126.65,17
01/09/2018,7015.78,7300.18,7015.22,7185.01,32982481.18,21
02/09/2018,7195.8,7334.5,7130.63,7290.31,24041157.49,18
03/09/2018,7291.94,7340.08,7184,7258.99,20542049.37,19
04/09/2018,7261.29,7411.85,7231,7361,33353778.98,26
05/09/2018,7353.48,7387,6650,6679.3,82882077.71,17
06/09/2018,6671.95,6705.59,6253.29,6493.09,95279756.36,14
07/09/2018,6488.01,6525,6322,6400,41868591.81,17
08/09/2018,6401.01,6465.46,6113.23,6178.31,26469083.84,18
09/09/2018,6178.31,6451.51,6094.38,6236.04,25594665,13
10/09/2018,6238.99,6351.13,6223.9,6301.99,33852559.17,15
11/09/2018,6303.99,6405,6162.06,6279.99,44442216.02,18
12/09/2018,6274.6,6350,6192.89,6322.45,27073739.97,14
13/09/2018,6326.83,6537.46,6324.37,6485.7,45304868.12,20
14/09/2018,6482.95,6587,6384.36,6476.51,29779128.88,23
15/09/2018,6476.51,6570.1,6466.74,6520.15,8664102.873,24
16/09/2018,6521.49,6524.84,6349.47,6499.98,7141060.419,28
17/09/2018,6499.28,6530.24,6200,6254.52,27437877.01,25
18/09/2018,6251.49,6390,6226.63,6332.34,26573494.77,21
19/09/2018,6330,6510,6100,6388.4,46201441.47,24
20/09/2018,6388.4,6535.11,6333.63,6492.98,33618346.11,24
21/09/2018,6492.98,6775.34,6483.83,6749.45,57842691.15,31
22/09/2018,6748.85,6826.28,6624.79,6710.01,36850096.76,35
23/09/2018,6710.01,6774.91,6659,6702.22,21774205.31,38
24/09/2018,6703.37,6721.68,6550.96,6581.52,26528301.28,43
25/09/2018,6578.7,6579.59,6324.96,6428.99,52760258.66,37
26/09/2018,6428.09,6540,6379.44,6461.51,27758173.6,37
27/09/2018,6454.32,6736.85,6431.95,6681.62,37850389.17,42
28/09/2018,6684.5,6792.28,6525.67,6610.76,50519754.26,42
29/09/2018,6609.02,6609.02,6454,6579.38,22251567.92,37
30/09/2018,6574.29,6628.06,6510,6597.81,16380350.39,34
01/10/2018,6597.79,6638.15,6477.57,6571.2,31515738.92,35
02/10/2018,6569.32,6597,6447.28,6500,26754867.26,33
03/10/2018,6500,6510,6396.34,6456.77,30829548.31,36
04/10/2018,6454.81,6604.89,6450.58,6547.56,25094836.41,29
05/10/2018,6548.83,6641.35,6510,6582.12,25059903.29,37
06/10/2018,6582.11,6595.69,6526.28,6544.08,13237239.11,34
07/10/2018,6547.93,6600,6493.92,6577.63,16152400.46,29
08/10/2018,6574.15,6656.63,6541.06,6604.75,26941067.51,26
09/10/2018,6604.76,6623.14,6553.13,6588.8,14857416.34,31
10/10/2018,6588.72,6589.79,6387.91,6517.55,33741791.46,28
11/10/2018,6517.55,6520.43,6055.28,6152.76,59166414.26,19
12/10/2018,6152.76,6243.79,6109.79,6185.15,20079356.89,13
13/10/2018,6182.03,6219.77,6168.83,6199.69,12114484.44,15
14/10/2018,6201.23,6349.47,6143.08,6183,15616639.3,18
15/10/2018,6185.04,6756,6149.28,6441.74,108838926,20
16/10/2018,6438.2,6493.77,6386.4,6461.2,30387630.35,24
17/10/2018,6457.67,6465.39,6407.69,6437.29,19062511.11,23
18/10/2018,6440.07,6490,6350,6396.18,24453678.92,26
19/10/2018,6394.23,6412.4,6355.99,6383.46,14618500.1,24
20/10/2018,6380.47,6424.16,6363.02,6412.86,8092891.415,21
21/10/2018,6412.86,6470,6401.01,6413.38,9883092.446,21
22/10/2018,6412.62,6429.23,6372.53,6406.06,15422816.62,27
23/10/2018,6409.39,6421.58,6354.26,6393.41,18227647.5,24
24/10/2018,6396.24,6473,6393,6411.96,22668446.41,23
25/10/2018,6411.96,6422.73,6361.73,6393.53,19478552.83,25
26/10/2018,6393.38,6450.3,6377.81,6406.1,21292763.77,29
27/10/2018,6406.1,6420.01,6381.25,6407.66,5703632.178,33
28/10/2018,6407.66,6420,6383,6405.57,5376179.942,35
29/10/2018,6404.27,6420,6208.37,6266.52,32528389.97,34
30/10/2018,6266.47,6289,6240,6269.46,15821467.75,31
31/10/2018,6269.45,6350,6199.25,6303.27,32449754.76,32
01/11/2018,6304.5,6365.33,6288.01,6340.99,13892921.88,29
02/11/2018,6343.85,6381.25,6328.33,6350.43,17006892.77,36
03/11/2018,6350.05,6351.74,6312.48,6335,6868018.155,36
04/11/2018,6333.59,6475,6310.57,6421.76,17170591.24,41
05/11/2018,6428.23,6441.43,6369.89,6403.2,14954600.95,42
06/11/2018,6404.97,6460.01,6378.24,6447.5,27532982.33,42
07/11/2018,6448.17,6544,6442.47,6501,31210162.76,48
08/11/2018,6501,6511.27,6388.88,6405.49,25410406.09,51
09/11/2018,6405.49,6418.18,6307,6325,20354666.09,47
10/11/2018,6325,6377.26,6323,6349.32,9672515.039,52
11/11/2018,6349.39,6365,6269.46,6357.54,10923961.07,54
12/11/2018,6352.57,6388.21,6298.5,6318,22277514.61,52
13/11/2018,6318.01,6328.36,6244.35,6260.91,22730626.45,56
14/11/2018,6255.86,6298.47,5324,5595.91,140580076.2,49
15/11/2018,5592.23,5641,5199.8,5585,111397897.8,28
16/11/2018,5571.12,5610,5411.74,5508.71,44480660.48,23
17/11/2018,5514.62,5550.66,5452.63,5503.36,15039536.14,24
18/11/2018,5503.36,5658.47,5500,5559.26,14323185,26
19/11/2018,5553.01,5559.69,4694.44,4735.44,136904722,28
20/11/2018,4732.92,4897.36,4048.58,4352,173102494.8,21
21/11/2018,4349.41,4635,4242.33,4538.01,93838105.31,15
22/11/2018,4551.47,4589.53,4194.98,4275.23,43857283.34,14
23/11/2018,4268.4,4364.46,4061.02,4288.26,57131533.28,12
24/11/2018,4288.25,4376.88,3638.48,3785.65,53895330.58,15
25/11/2018,3780.67,4120,3474.73,3938.89,106231657,9
26/11/2018,3934.22,4069.59,3522.28,3727.34,90790111.4,17
27/11/2018,3727.34,3834.35,3548.76,3771.01,63405773.32,11
28/11/2018,3771.01,4355.08,3771,4220.16,96994948.32,14
29/11/2018,4219.77,4409.77,4086.97,4249.8,67758864.86,18
30/11/2018,4250,4300,3861,3971.06,57042773.65,19
01/12/2018,3970.56,4264.47,3904.34,4140.39,26549143.48,13
02/12/2018,4140.4,4265,4030,4102.05,28792953.72,15
03/12/2018,4099.63,4115.15,3747,3834.34,41129727.86,17
04/12/2018,3830.81,4033.98,3730,3903.52,47817873.64,12
05/12/2018,3903.52,3913.62,3662.35,3696.69,49695419.63,19
06/12/2018,3694.03,3844.79,3415.22,3437.26,53212108.53,13
07/12/2018,3437.22,3531,3210,3380.68,89632751.89,11
08/12/2018,3376.27,3495.99,3241,3398.8,34587375.91,11
09/12/2018,3398.8,3633.2,3371.09,3529.75,28276908.26,14
10/12/2018,3528.68,3588.43,3355,3408,35358915.97,19
11/12/2018,3406.41,3427.27,3292.65,3353.42,30018845.72,15
12/12/2018,3345.01,3490,3325.7,3430.18,24985787.11,14
13/12/2018,3430.2,3441.13,3221.14,3262.73,38222944.21,14
14/12/2018,3263.55,3294.81,3135.55,3195.75,46138657.46,10
15/12/2018,3194.04,3230,3122.28,3179.54,18488607.09,11
16/12/2018,3180.84,3259.43,3178.23,3193.78,19269694.45,13
17/12/2018,3191.41,3590,3181.26,3496.73,57310685.94,17
18/12/2018,3499.37,3684,3422.77,3667.16,50578806.58,23
19/12/2018,3667.16,3924.01,3642.69,3684.5,77837326.17,21
20/12/2018,3684.03,4172.07,3656.75,4073.77,105864461.8,27
21/12/2018,4073.58,4162,3770,3841.08,65172505.5,35
22/12/2018,3842.59,4010.16,3780.09,3980.9,30643368.48,28
23/12/2018,3977.65,4051,3900,3943.83,18180632.8,31
24/12/2018,3947.82,4236.84,3944.84,4036,48504313.54,25
25/12/2018,4034.54,4049.23,3674.73,3779.99,44609304.09,33
26/12/2018,3780,3863.34,3678.8,3810.01,38344637.2,26
27/12/2018,3810.01,3841.17,3566,3591.69,42561570.97,29
28/12/2018,3590.26,3970,3575,3884.97,50721074.34,21
29/12/2018,3884.66,3961.85,3702.51,3725.48,25710961.85,24
30/12/2018,3728.96,3870,3688.76,3835.79,22003831.77,23
31/12/2018,3831.03,3842.89,3630,3693.3,24623835.83,26
01/01/2019,3693.85,3845.46,3629.66,3823.44,19689210.62,24
02/01/2019,3825.41,3918.67,3770,3885.87,21506229.05,30
03/01/2019,3890.27,3893.4,3760,3787.81,18193783.64,33
04/01/2019,3785.64,3850.33,3732.38,3817.71,28449799.95,48
05/01/2019,3822,3887.09,3780,3791.84,13864390.17,36
06/01/2019,3795.38,4090,3753,4040.71,21822722.56,31
07/01/2019,4040.71,4070,3964.01,4005.45,29820959.79,39
08/01/2019,4005,4112,3934.73,3994.9,47219665.15,39
09/01/2019,3994.75,4060,3948.44,4002.13,29576276.95,42
10/01/2019,4003.09,4036.22,3503.44,3627.51,58469732.94,37
11/01/2019,3627.65,3704.6,3569.85,3632.02,38394379.95,19
12/01/2019,3631,3650.35,3557.09,3617.13,11518215.85,22
13/01/2019,3617.75,3654.02,3476,3515.95,20774070.75,21
14/01/2019,3517.03,3714,3506,3664.28,36371609.28,16
15/01/2019,3664.28,3687.02,3534.68,3576.93,28829402.57,27
16/01/2019,3576.92,3669,3570.48,3605.91,27675597.47,24
17/01/2019,3609.5,3660,3534.25,3638.01,27283348.87,28
18/01/2019,3638.01,3641.9,3577,3609.21,18130903.58,29
19/01/2019,3609.29,3774,3602.6,3681,15021732.03,31
20/01/2019,3680,3703.27,3470,3536.72,19773857.52,35
21/01/2019,3537.42,3573.29,3485.58,3531.51,20560097.47,30
22/01/2019,3531.51,3615.8,3401.36,3576.81,24597950.13,27
23/01/2019,3574.44,3620.23,3518,3552.32,21920807.84,33
24/01/2019,3553.2,3598,3524,3570.73,16025488.51,37
25/01/2019,3570.67,3578.79,3511,3560,17663990.64,35
26/01/2019,3560.94,3657.89,3536.51,3555.56,9592488.006,41
27/01/2019,3555.31,3564.12,3456,3533.23,13612332.62,39
28/01/2019,3532.23,3536.77,3357.3,3429.5,35478523.57,35
29/01/2019,3431.43,3438.76,3322.19,3390.5,24697713.66,21
30/01/2019,3391.25,3465.05,3372.34,3437.35,19606724.84,22
31/01/2019,3438,3474.2,3392.6,3413.11,20314210.11,17
01/02/2019,3413.69,3460,3364.53,3434.83,22875444.07,23
02/02/2019,3434.83,3485,3406.38,3462.82,10568383.31,22
03/02/2019,3470.5,3476.33,3384.67,3414.82,9608935.446,19
04/02/2019,3413.75,3439.46,3394.85,3410.87,11065152.13,27
05/02/2019,3409.81,3435,3396,3431.39,13882118.2,21
06/02/2019,3431.81,3445.6,3328.7,3364.62,20650040.32,14
07/02/2019,3364,3383.29,3350,3359.33,14423470.85,18
08/02/2019,3358.39,3711.04,3337.91,3622.94,52129206.73,37
09/02/2019,3626.12,3639.74,3589.52,3622.62,14687929.52,42
10/02/2019,3622.74,3662.43,3576.16,3650.37,15169133.28,40
11/02/2019,3651.32,3652.56,3578.7,3588.7,28463447.03,46
12/02/2019,3588.99,3619.93,3548.28,3585.94,36127688.22,38
13/02/2019,3585.7,3629.81,3541,3574.93,28573497.49,48
14/02/2019,3575.01,3590.74,3531.01,3560.46,21043184.25,48
15/02/2019,3560.45,3620.53,3544.88,3566.29,22234990.97,43
16/02/2019,3566.29,3609,3561.96,3579.92,12323789.77,43
17/02/2019,3580.43,3663.34,3553.98,3625.6,18173179.6,38
18/02/2019,3625.6,3916.47,3614.82,3869.8,60241504.97,63
19/02/2019,3870.97,4000,3840.08,3888.46,48703492.31,65
20/02/2019,3889.92,3967.52,3861.49,3936.53,38791963.85,59
21/02/2019,3936.8,3989.99,3866.25,3900.4,31420838.14,59
22/02/2019,3900.64,3957,3882.59,3939.82,25978621.25,61
23/02/2019,3939.83,4157.87,3905.63,4113.53,32769684.84,63
24/02/2019,4113.56,4190,3714.42,3730.68,51248403.35,69
25/02/2019,3733.78,3861.81,3732.6,3820.71,33757356.9,47
26/02/2019,3817.93,3830,3760.09,3795.06,24831702.01,40
27/02/2019,3794.42,3822.85,3658.19,3798.47,28877107.89,39
28/02/2019,3796.49,3897.62,3755,3791.36,25583643.35,39
01/03/2019,3791.02,3845.3,3789.5,3807.05,18126926.55,42
02/03/2019,3805,3818.75,3760,3810.46,12421120.79,41
03/03/2019,3810.47,3822.39,3756,3789.52,9504443.918,44
04/03/2019,3789.7,3806.9,3670,3698.66,26976989.04,36
05/03/2019,3698.65,3877.1,3690,3844.07,27987997.02,35
06/03/2019,3844.07,3895.12,3808.8,3851.55,24660223.18,42
07/03/2019,3851.26,3891.04,3826.13,3856.64,30716241.11,56
08/03/2019,3856.78,3924.37,3760.1,3844.64,29632165.54,54
09/03/2019,3841.27,3950.25,3835.66,3916.43,20075221.89,55
10/03/2019,3916.42,3916.43,3862,3897.92,11696124.94,55
11/03/2019,3898.14,3912.89,3812.64,3849.25,25451684.28,56
12/03/2019,3848.86,3877.69,3791.07,3859.74,22365706.27,56
13/03/2019,3861.37,3874.68,3820,3848.48,16454330.18,54
14/03/2019,3848.1,3903.98,3775.01,3854.77,19919779.07,55
15/03/2019,3857.33,3912.06,3843.09,3901.21,25014493.48,55
16/03/2019,3899.19,4040,3899.12,3990,27768316.75,54
17/03/2019,3990,3992.42,3927.28,3965.5,10754238.39,58
18/03/2019,3965.63,4016.63,3929.83,3969.59,21516092.31,56
19/03/2019,3969.94,4012.63,3947.15,3998.13,21259858.59,56
20/03/2019,3999.5,4050,3962.6,4031.59,25177092.89,55
21/03/2019,4033.7,4055.35,3919.63,3974.21,30052021.8,62
22/03/2019,3974.5,4000.81,3958.94,3982.07,13751556.81,56
23/03/2019,3980.4,4001.17,3957.11,3982.52,8998760.916,50
24/03/2019,3979.19,3980.97,3942.04,3969.99,8750118.429,44
25/03/2019,3970.23,3980.22,3850.45,3910.51,27034791.17,46
26/03/2019,3910,3936.36,3879.5,3922.58,16928305.38,43
27/03/2019,3922.58,4037.11,3912.19,4025.5,32814567.91,44
28/03/2019,4025.5,4025.56,3992.6,4012.23,15758221.18,49
29/03/2019,4011,4102.57,4005,4090,34319331.61,50
30/03/2019,4090,4130.36,4040,4094.92,16064929.98,57
31/03/2019,4094.92,4101.7,4074.29,4096.08,9841193.496,56
01/04/2019,4092.02,4150,4052.56,4136.32,29917950.08,62
02/04/2019,4133.93,5080,4130.64,4899.63,150350896.3,60
03/04/2019,4899.01,5345,4800.5,4978.23,145968039.3,71
04/04/2019,4972.83,5077.35,4778.59,4907.94,78026995.26,61
05/04/2019,4911.14,5067.62,4883.83,5039.73,65636166.03,59
06/04/2019,5041,5240,4900,5041.39,50665187.02,65
07/04/2019,5041.92,5253.49,5028.3,5190.85,56437617.1,69
08/04/2019,5192.92,5347.37,5127.68,5287.88,70566660.85,65
09/04/2019,5287.97,5288.95,5136.01,5192.6,48864201.59,64
10/04/2019,5184.03,5466.06,5161,5323.47,57088544.91,62
11/04/2019,5323.47,5344.31,4966.87,5040.2,75869909.15,65
12/04/2019,5037.82,5122.48,4912,5076.35,40900347.27,42
13/04/2019,5075.74,5122.01,5033.73,5063.63,22889820.56,62
14/04/2019,5064,5185.26,5012.73,5162.72,17777554.16,51
15/04/2019,5160.54,5192.01,4948.57,5027.31,37317791.3,60
16/04/2019,5027.33,5231.96,5014.77,5202.43,39930752.66,50
17/04/2019,5201.47,5275.07,5170.01,5233.72,35280910.61,61
18/04/2019,5227.6,5325,5218.23,5281.58,33674803.14,64
19/04/2019,5283,5357.96,5180.37,5289.91,27960381.99,61
20/04/2019,5289.91,5362.97,5253.82,5318.89,19496761.6,62
21/04/2019,5318.94,5346.91,5212.8,5295.65,24524362.57,62
22/04/2019,5295.96,5439.12,5249,5386.8,38392326.21,61
23/04/2019,5388.22,5627,5363.24,5531.32,56045564.31,68
24/04/2019,5531.29,5623.3,5372,5440.95,57244439.7,65
25/04/2019,5440.95,5510,4991.42,5132.55,50781120.75,58
26/04/2019,5132.5,5291.48,5046.31,5155.19,77498495.96,41
27/04/2019,5154.11,5218.31,5113,5168.91,20889289.42,42
28/04/2019,5171.51,5213.23,5099,5160.98,20423310.59,40
29/04/2019,5152.98,5191.96,5071.58,5149.11,29625997.24,42
30/04/2019,5150.21,5287.4,5127.05,5269,26636232.57,42
01/05/2019,5267.86,5357.96,5263.03,5318.42,22386742.41,51
02/05/2019,5322.28,5422.94,5304.99,5385,31817389.48,50
03/05/2019,5385,5796.56,5363.1,5658.22,71862726.65,63
04/05/2019,5659.82,5846.13,5510,5764.65,49146268.24,66
05/05/2019,5766.46,5782.55,5624.25,5709.32,29474717.51,67
06/05/2019,5714.4,5755.79,5562.44,5685.46,38814526.69,57
07/05/2019,5686.88,5970,5686.88,5751.54,61780522.7,69
08/05/2019,5751.54,5986,5658.66,5940.89,37548881.63,63
09/05/2019,5945.32,6172,5932.83,6156.7,55910475.1,69
10/05/2019,6151.66,6426.8,6105,6342.84,87668917.93,71
11/05/2019,6338.93,7445,6338.93,7217.47,161176464.4,76
12/05/2019,7214.4,7585,6762.57,6974.35,191084736.3,75
13/05/2019,6968.84,8167.5,6863.75,7810.05,213209247.4,78
14/05/2019,7810.72,8335.56,7618.99,7986,150787189.1,78
15/05/2019,7991.72,8300,7838,8208.69,136371551.7,77
16/05/2019,8203.97,8390.95,7654.93,7880,134580185.6,75
17/05/2019,7879.28,7942.09,6178,7351.71,200757406.8,65
18/05/2019,7352.39,7493.85,7205.57,7260.12,54922079.54,67
19/05/2019,7257.82,8299.99,7247.86,8200,127881193.1,70
20/05/2019,8193.45,8199.97,7581.03,8005.64,107490027.2,73
21/05/2019,8007.67,8117.48,7676.27,7955.16,59811313.38,68
22/05/2019,7949.18,8049.22,7505.69,7624.95,64025348.19,69
23/05/2019,7622.9,7980,7468.31,7880.22,65960248.75,65
24/05/2019,7880.4,8188.87,7795.95,7999.02,74862602.7,64
25/05/2019,7999.02,8158.45,7939.76,8064.64,27110523.28,69
26/05/2019,8066.15,8802.29,7888.91,8733.26,74466863.06,67
27/05/2019,8733.27,8939.18,8653.68,8770.73,78480708.45,70
28/05/2019,8774.45,8817.41,8540.94,8717.96,53563244.28,71
29/05/2019,8715.35,8762.39,8421.12,8663.41,65705535.38,71
30/05/2019,8663.07,9096.79,8000,8277.76,126315206.5,73
31/05/2019,8277.76,8589.99,8109.74,8547.2,85112248.91,61
01/06/2019,8545.8,8624.72,8457.33,8556.27,44210686.09,62
02/06/2019,8560.1,8833.97,8546.01,8734.49,37235446.76,63
03/06/2019,8735.84,8745.96,8049.22,8103.64,80672000.53,66
04/06/2019,8103.63,8103.63,7432.84,7665.53,118706114.4,42
05/06/2019,7673.41,7924.48,7570.9,7785.94,71581689.13,27
06/06/2019,7784.62,7878.62,7449.68,7806.07,68214641.3,34
07/06/2019,7801.97,8134.99,7758.93,8001.25,72108034.4,27
08/06/2019,8002.68,8061.12,7777.67,7932.27,38631071.61,62
09/06/2019,7933.17,7966.58,7511.41,7632.99,29736969.63,62
10/06/2019,7629.98,8090,7523.16,8021.1,57355631.92,46
11/06/2019,8017.99,8057.32,7713.34,7919.1,43972291.84,61
12/06/2019,7915.7,8266,7821.73,8176.27,70129196.41,60
13/06/2019,8171.12,8335.56,8049.22,8238,59624999.62,63
14/06/2019,8235.44,8737.37,8174.92,8697.54,75479429.17,67
15/06/2019,8694.74,8911.98,8623.52,8857.19,46728347.33,75
16/06/2019,8857.19,9391.85,8805,8974.19,134782043.6,80
17/06/2019,8973.02,9477.7,8973.02,9333.48,119104171.5,84
18/06/2019,9333.48,9361.87,8918,9078.84,102840142,83
19/06/2019,9076.51,9325.85,9036.19,9278.27,43489662.38,82
20/06/2019,9280.17,9600,9211.08,9534.99,75043382.83,81
21/06/2019,9534.99,10229.49,9534.97,10222.12,128319290.8,84
22/06/2019,10222.13,11200,10085.5,10661.3,146158963.5,83
23/06/2019,10665.66,11247.62,10483.33,10831.95,78755271.9,84
24/06/2019,10827.23,11099,10551.51,11029.63,90965702.2,80
25/06/2019,11030,11796.37,11000.02,11751.01,142581723.1,87
26/06/2019,11760,13880,11647.07,12920.54,484362650.8,95
27/06/2019,12927.44,13355.61,10300,11153.74,402727650.2,92
28/06/2019,11153.73,12447.46,10739.1,12354.43,231251475.8,62
29/06/2019,12354.45,12386.76,11317.03,11858.62,145457801.6,74
30/06/2019,11867.35,12200.06,10651.3,10760.1,136035831,78
01/07/2019,10759.24,11200.41,9950,10577.43,242407586.7,65
02/07/2019,10581.78,10942.63,9614.08,10828.9,219666906.4,63
03/07/2019,10830.1,12009,10830.1,11967.43,232046729.5,79
04/07/2019,11970,12061.04,11052.74,11146.34,124675092.2,76
05/07/2019,11144.82,11440,10769.15,10997.84,130802127.6,67
06/07/2019,10996.82,11735,10982.89,11240,88708088.23,72
07/07/2019,11233.21,11627,11083.76,11469.96,76654378.89,67
08/07/2019,11478.43,12398,11332.19,12286.14,146228420.7,74
09/07/2019,12299.94,12883.48,12030.43,12567.23,189960623.4,84
10/07/2019,12574.88,13200,11550,12098.95,240023688.1,83
11/07/2019,12101.44,12104.97,10966.81,11349.24,209605549.9,62
12/07/2019,11352.74,11942.39,11083.52,11808.91,108366581.5,33
13/07/2019,11811.08,11846.61,10810,11378.79,106862238.3,65
14/07/2019,11382.03,11467.3,10090,10191.87,124039218.6,61
15/07/2019,10191.87,11080.37,9855,10850,174121094.9,16
16/07/2019,10848.27,11042.11,9366,9412.81,195419607.1,34
17/07/2019,9427.45,9993,9049.54,9699.35,164818971.7,19
18/07/2019,9712.15,10797,9280.33,10648.6,194758018.8,40
19/07/2019,10638.44,10776.99,10102.58,10535.43,145256782.5,42
20/07/2019,10533.71,11120,10359.17,10750.11,107121340.4,34
21/07/2019,10757.15,10839.09,10325,10600.24,59659865.49,42
22/07/2019,10605.03,10686.89,10052.25,10328.83,96794631.12,42
23/07/2019,10315.87,10327.33,9801.88,9847.02,89025419.21,40
24/07/2019,9841.42,9911.5,9514.96,9763.67,92104069.53,20
25/07/2019,9781.52,10187,9734.19,9883.96,63039476.99,42
26/07/2019,9886.08,9897.46,9650,9846.94,54848530.57,24
27/07/2019,9846.94,10235,9299,9481.37,91154858.99,47
28/07/2019,9467.84,9634.5,9111,9533.19,36806071.87,16
29/07/2019,9538.73,9725.17,9360,9495.39,48128849.44,19
30/07/2019,9508.21,9775,9373.48,9593.62,53090816.64,22
31/07/2019,9592.26,10143.2,9574.09,10085.34,79850764.95,31
01/08/2019,10096.01,10499,9878.09,10407.71,79949242.7,57
02/08/2019,10416.79,10670,10318.47,10529.51,97786103.43,61
03/08/2019,10529.51,10919,10502.8,10821.52,75708622.51,61
